Iteration,Out Of Box,Dislocated(any),Dislocated(position),Dislocated(angle),Front Area,Gross Volume,Net Volume,Deflation Factor,Back area,Front Face Area,Back Face Area,Box overflow,Duration (sec.),Waiting Loops,Duration (tics),Settings ID
4,0,3,0,3,4.242977817673065,12.728933453019195,9.86577159258351,0.77506663295843,4.268299374839533,3.2918882388843596,3.285336939039066,False,32.513994,1,530,2643
5,0,5,0,5,4.316037647408441,12.948112942225324,9.865771592583512,0.7619466741296383,4.220709560762502,3.2867658285538863,3.29045934936954,False,130.954646,15,1230,2643
6,0,2,0,2,4.334580883786659,13.003742651359977,9.865771592583512,0.758687083948998,4.313386930677295,3.296703407978347,3.2805217699450786,False,74.111407,6,780,2643
7,0,0,0,0,4.3831211354541235,13.14936340636237,9.86577159258351,0.7502851117347565,4.303606947576796,3.2915436706818877,3.285681507241538,False,36.526225,2,580,2643
8,0,11,4,10,4.772546410398963,14.317639231196889,9.86577159258351,0.689064128050304,4.174129116820657,3.2884799541753833,3.288745223748041,False,124.989167,15,1230,2643
9,0,1,0,1,4.347611799740765,13.042835399222295,9.865771592583512,0.7564131027193502,4.369812174022336,3.2845240871901753,3.29270109073325,False,57.827575,5,730,2643
10,0,3,0,3,4.416983276249772,13.250949828749315,9.86577159258351,0.7445331632890717,4.405752844102459,3.291120929884494,3.2861042480389306,False,106.919359,12,1080,2643
11,0,2,0,2,4.415012434955328,13.245037304865983,9.865771592583506,0.7448655194771707,4.356000364155895,3.295301774619787,3.281923403303639,False,94.772389,10,980,2643
12,0,2,0,2,4.364604083249417,13.09381224974825,9.865771592583508,0.7534682340334606,4.383924238871398,3.2892134759014144,3.2880117020220117,False,68.028537,6,780,2643
13,0,5,1,5,4.229549951929226,12.688649855787677,9.865771592583515,0.7775272944491757,4.374033426315919,3.274462480616957,3.3027626973064685,False,135.108637,15,1230,2643
14,0,7,0,7,4.298124141583545,12.894372424750635,9.86577159258351,0.7651222771917342,4.264812277901407,3.285775108669398,3.2914500692540276,False,61.389912,4,680,2643
15,0,3,0,3,4.28869871629341,12.866096148880228,9.865771592583512,0.7668038135594188,4.299102738604568,3.287401421227851,3.289823756695573,False,62.946062,4,720,2643
16,0,1,0,1,4.235955132040877,12.70786539612263,9.865771592583512,0.7763515968302367,4.180378072922921,3.284045757248709,3.2931794206747167,False,66.130972,5,730,2643
17,0,1,0,1,4.398223791417783,13.194671374253348,9.865771592583512,0.7477087767289536,4.151327162363725,3.289866554917732,3.2873586230056944,False,141.532037,15,1230,2643
18,0,3,0,3,4.614800591754148,13.844401775262444,9.86577159258351,0.7126181219481755,4.274988767008203,3.2899300837001064,3.287295094223319,False,111.674356,13,1130,2643
19,0,1,0,1,4.278345347650213,12.835036042950641,9.865771592583513,0.7686594380856507,4.292602191777776,3.28171332443549,3.2955118534879357,False,87.511298,8,880,2643
20,0,0,0,0,4.3938514090848235,13.18155422725447,9.865771592583512,0.7484528320783923,4.352881086850988,3.295470037461663,3.2817551404617635,False,99.031566,10,980,2643
1,0,5,1,4,5.414207319218995,16.242621957656983,9.865771592583513,0.6074001856536876,4.683799147054028,3.285245858447922,3.2919793194755043,False,56.445557,3,1510,2644
2,0,0,0,0,4.892794340012978,14.678383020038934,9.865771592583512,0.6721293196338286,4.885933617826706,3.286717693667023,3.2905074842564037,False,55.112052,3,1510,2644
3,0,1,0,1,4.540675932059975,13.622027796179925,9.865771592583512,0.7242513185408568,4.701962504513829,3.290394430247082,3.286830747676345,False,52.785045,1,1410,2644
4,0,3,0,3,4.767956077353708,14.303868232061124,9.86577159258351,0.6897275221306968,4.8508765146593005,3.2892732665832627,3.2879519113401616,False,57.782374,5,1610,2644
5,0,2,0,2,4.874932394034445,14.624797182103336,9.865771592583513,0.6745920281654545,5.04938123979592,3.295803538369071,3.2814216395543543,False,50.980554,3,1510,2644
6,0,1,0,1,4.683713751700262,14.051141255100786,9.86577159258351,0.702133115984588,4.818932350065419,3.2954612589432988,3.2817639189801273,False,57.887314,3,1510,2644
7,0,2,0,2,5.072992453555407,15.21897736066622,9.86577159258351,0.6482545678845553,4.825792422332185,3.2898336268784805,3.2873915510449443,False,87.305864,11,2030,2644
8,0,3,0,3,4.901031147403073,14.70309344220922,9.865771592583513,0.6709997206615812,4.682308908607878,3.285922799662141,3.2913023782612836,False,49.880246,0,1480,2644
9,0,3,0,3,4.660253112790643,13.980759338371929,9.865771592583508,0.7056677934156033,4.773036168590221,3.298240805119107,3.278984372804319,False,49.635282,1,1410,2644
10,0,1,0,1,4.695854932176012,14.087564796528035,9.865771592583512,0.7003177437036521,4.6485400778950865,3.2868838816559665,3.2903412962674587,False,49.879086,1,1410,2644
11,0,0,0,0,4.611109199956746,13.833327599870238,9.865771592583512,0.7131886034908952,4.573204901549876,3.288330562338899,3.288894615584525,False,57.85904,3,1510,2644
12,0,2,0,2,4.709197784623807,14.127593353871422,9.86577159258351,0.6983334914491977,4.628121187245462,3.288961021122861,3.288264156800565,False,55.199623,3,1510,2644
13,0,1,0,1,4.790152837234278,14.370458511702836,9.865771592583513,0.6865314411888214,4.6447507890489526,3.295241745844716,3.2819834320787087,False,48.964807,1,1410,2644
14,0,2,0,2,4.944891049874954,14.834673149624862,9.865771592583506,0.6650481269843812,4.7899920393194595,3.287114790590591,3.2901103873328355,False,55.106016,2,1580,2644
15,0,1,0,1,4.730843965047242,14.192531895141727,9.865771592583512,0.6951382364665097,4.70411165699068,3.2869008318905584,3.290324346032866,False,52.233585,2,1460,2644
16,0,0,0,0,4.7134885129012645,14.140465538703793,9.865771592583512,0.6976977925924688,4.709242211124046,3.287569126674395,3.289656051249031,False,54.322916,2,1460,2644
17,0,4,0,4,4.753528308266962,14.260584924800888,9.865771592583512,0.6918209627871391,4.774818588067002,3.2832643151190233,3.293960862804402,False,61.102714,5,1610,2644
18,0,0,0,0,4.637925713034545,13.913777139103637,9.865771592583512,0.70906494289437,4.48260304589486,3.289919304550199,3.287305873373225,False,58.598231,3,1510,2644
19,0,1,0,1,4.695022236934275,14.085066710802824,9.865771592583512,0.700441949984998,4.699396474681725,3.2874467494101376,3.289778428513286,False,57.572824,3,1510,2644
20,0,1,0,1,4.675776726228306,14.027330178684917,9.865771592583508,0.7033249711035489,4.730085474781573,3.2855588118026886,3.291666366120737,False,54.646804,3,1510,2644
1,0,6,1,5,4.632600947409002,13.897802842227005,9.865771592583512,0.709879950419746,4.638932547588836,3.294716014375023,3.2825091635484025,False,58.598255,5,350,2645
2,0,22,4,18,5.885678923617348,17.657036770852045,9.865771592583512,0.5587444666179645,5.876769872464372,3.2831858862400423,3.294039291683384,False,33.550758,5,350,2645
3,0,7,1,6,4.613288968973828,13.839866906921484,9.865771592583505,0.7128516234248982,4.325184496851824,3.2898524715239708,3.2873727063994536,False,58.901953,6,400,2645
4,0,6,1,5,4.595991401923241,13.787974205769723,9.86577159258351,0.7155345263450721,4.483311588240845,3.282003285200737,3.295221892722688,False,48.003415,5,350,2645
5,0,8,0,8,4.663207191501607,13.989621574504822,9.86577159258351,0.7052207624088445,4.738635883227886,3.284236171102831,3.2929890068205943,False,47.792658,5,350,2645
6,0,3,0,3,4.490431666237929,13.471294998713788,9.86577159258351,0.73235509975288,4.5294728021737445,3.290428837745546,3.2867963401778786,False,50.548194,5,350,2645
7,0,5,2,3,4.536668362331549,13.610005086994647,9.86577159258351,0.7248911025030383,4.369078988655272,3.2875311804263996,3.2896939974970243,False,61.486674,6,400,2645
8,0,11,1,10,5.104018130521753,15.31205439156526,9.865771592583513,0.6443140378353237,4.953565100762326,3.2864123185212923,3.290812859402135,False,36.801446,5,350,2645
9,0,6,0,6,4.5590202522796766,13.67706075683903,9.865771592583508,0.721337118258414,4.65256150815666,3.3000186229531634,3.277206554970262,False,45.663473,5,350,2645
10,1,19,10,13,5.441896764627104,16.325690293881312,9.74751698546339,0.5970661460554995,5.125731914787915,3.2432806137838597,3.25552752698718,False,52.830724,7,450,2645
11,0,4,0,4,4.517267542125046,13.551802626375137,9.86577159258351,0.7280043743687865,4.46407155061929,3.2849176810930194,3.2923074968304067,False,51.362965,5,350,2645
12,0,4,0,4,4.7053733493465435,14.11612004803963,9.86577159258351,0.6989010832302758,4.638407478095289,3.2969960457587875,3.280229132164636,False,51.493485,5,350,2645
13,0,7,0,7,4.69529961034131,14.08589883102393,9.865771592583513,0.7004005715882564,4.469770893878978,3.2885678552229916,3.288657322700434,False,53.369904,5,350,2645
14,0,4,0,4,4.596941663802403,13.79082499140721,9.865771592583508,0.7153866138342467,4.680989802739331,3.2863128021713393,3.290912375752085,False,35.891946,4,300,2645
15,0,8,1,8,5.253864450243767,15.7615933507313,9.865771592583508,0.62593745270847,5.257848087878278,3.2851129977176368,3.292112180205788,False,41.859301,5,350,2645
16,0,5,0,5,4.685074150618258,14.055222451854773,9.865771592583515,0.7019292385003552,4.870012833196033,3.296390123028114,3.2808350548953116,False,33.606041,4,300,2645
17,0,2,0,2,4.779553072727745,14.338659218183235,9.865771592583506,0.6880539834625862,4.663964588544986,3.2833236242518717,3.2939015536715543,False,74.047211,7,450,2645
18,0,5,0,5,4.743338165909622,14.230014497728865,9.865771592583508,0.6933072059876048,4.671891202530138,3.287932902837846,3.289292275085577,False,44.79804,5,350,2645
19,0,4,0,4,4.708236890184748,14.124710670554244,9.865771592583512,0.6984760129034477,4.720491422154927,3.2864068928657533,3.290818285057673,False,95.922083,8,500,2645
20,0,4,0,4,4.890818305402844,14.672454916208531,9.865771592583512,0.6724008796704416,4.812610353605914,3.2960825122641992,3.2811426656592255,False,43.916235,5,350,2645
1,0,19,1,18,4.340023236667663,13.02006971000299,9.865771592583512,0.7577356966840115,4.1174407214451,3.2892631184718364,3.2879620594515906,False,400.901611,15,1630,2646
2,0,4,0,4,4.6333811721311235,13.90014351639337,9.86577159258351,0.7097604122538839,4.4642712607786805,3.2850626591022314,3.2921625188211956,False,345.843729,15,1630,2646
3,0,9,0,9,4.288435224175472,12.865305672526414,9.865771592583508,0.7668509278914105,4.262854812572389,3.2861880728963864,3.291037105027039,False,267.705544,7,1230,2646
4,0,7,1,6,4.543247948439519,13.629743845318558,9.86577159258351,0.7238413065240497,4.473845516660681,3.2906422790701355,3.2865828988532915,False,376.656628,15,1630,2646
5,0,5,0,5,4.504024543219255,13.512073629657763,9.86577159258351,0.7301448958159201,4.405874513407938,3.284629560942467,3.2925956169809574,False,394.313684,15,1670,2646
6,0,6,0,6,4.470230024990121,13.410690074970363,9.865771592583512,0.7356647225034998,4.553767713518374,3.2905589170949963,3.2866662608284276,False,391.12389,15,1630,2646
7,0,9,0,9,4.5922956493026,13.776886947907801,9.865771592583506,0.7161103687565463,4.370418800308479,3.294764638924791,3.2824605389986328,False,423.853441,15,1630,2646
8,0,7,0,7,4.475159022190443,13.425477066571329,9.865771592583512,0.7348544519992306,4.325972512577663,3.2884714813130094,3.2887536966104163,False,373.824845,15,1630,2646
9,0,3,2,1,4.45237479768245,13.35712439304735,9.865771592583512,0.7386149370383076,3.6889773081545494,3.2897857713139755,3.287439406609451,False,372.879984,15,1630,2646
10,0,5,0,5,4.689776875742669,14.069330627228005,9.865771592583508,0.7012253712689458,4.451672723600701,3.2882076795103994,3.289017498413024,False,384.854693,15,1630,2646
11,0,6,0,6,4.340203475480733,13.020610426442198,9.86577159258351,0.7577042296379704,4.256468078785515,3.2799040196425735,3.297321158280851,False,200.015646,4,1080,2646
12,0,5,0,5,4.414197438634987,13.242592315904961,9.865771592583512,0.745003044512234,4.472585364586989,3.2852170197837456,3.2920081581396796,False,263.674831,8,1320,2646
13,0,9,2,8,4.453076493095549,13.359229479286647,9.865771592583512,0.7384985494769959,4.4532273428426254,3.29107112696823,3.2861540509551954,False,169.334646,3,1070,2646
14,0,6,0,6,4.253338862094714,12.760016586284141,9.86577159258351,0.7731785868670671,4.306482157034652,3.2964267934241502,3.2807983844992767,False,372.31245,15,1630,2646
15,0,6,0,6,4.455454348494918,13.366363045484754,9.86577159258351,0.7381044162133718,4.467179325926226,3.2854767162959924,3.291748461627433,False,229.435915,7,1230,2646
16,0,10,0,10,4.716668232661853,14.150004697985558,9.865771592583512,0.6972274428988731,4.6079850964721984,3.2906980561550245,3.286527121768399,False,346.493753,15,1630,2646
17,0,5,0,5,4.3551187738283215,13.065356321484964,9.865771592583513,0.7551092637527242,4.565326537183324,3.2949470469333186,3.282278130990106,False,353.882595,15,1630,2646
18,0,8,0,8,4.4231047781048565,13.269314334314569,9.865771592583512,0.7435027420422573,4.499535001842063,3.293090001528804,3.284135176394622,False,362.920161,15,1630,2646
19,0,9,1,9,4.275726714616815,12.827180143850445,9.865771592583508,0.7691301971239031,4.552898194402674,3.273542999042664,3.3036821788807615,False,350.492243,15,1630,2646
20,0,5,0,5,4.350656528615192,13.051969585845576,9.865771592583508,0.7558837405875207,4.209752581350169,3.289759216401265,3.2874659615221606,False,379.549951,15,1630,2646
1,0,8,0,8,5.3671816068899805,16.101544820669943,9.865771592583512,0.6127220526019703,5.195435245821979,3.2877168581829577,3.289508319740468,False,173.997735,0,2680,2647
2,0,6,0,6,5.301882431071134,15.905647293213402,9.865771592583513,0.6202684751341762,5.263945987977084,3.293274193309824,3.2839509846136026,False,205.388229,4,2760,2647
3,0,4,0,4,5.2106431890911455,15.631929567273437,9.865771592583513,0.6311294808568106,5.440143210926968,3.2886306320017766,3.2885945459216472,False,225.858837,5,2810,2647
4,0,7,0,7,5.415319859595221,16.245959578785662,9.865771592583515,0.6072753994455619,5.851432567616265,3.2956614252537872,3.2815637526696384,True,212.506855,4,2760,2647
5,0,10,0,10,5.585224251661293,16.755672754983877,9.865771592583512,0.588801878435409,5.258026036700357,3.287287817723692,3.289937360199733,False,193.615325,3,2710,2647
6,0,8,0,8,5.546709618124895,16.640128854374687,9.865771592583512,0.5928903363022818,5.528357241734699,3.280787891018529,3.2964372869048963,False,202.191804,3,2710,2647
7,0,5,0,5,5.674388037139465,17.023164111418396,9.865771592583513,0.5795498138895333,5.706252687395441,3.282966835891862,3.294258342031563,True,185.510779,0,2680,2647
8,0,8,0,8,5.217231666549425,15.651694999648276,9.865771592583512,0.6303324715185936,4.990239909725468,3.288063101092603,3.289162076830823,False,247.721991,5,2810,2647
9,0,2,0,2,5.0286420067164,15.085926020149202,9.86577159258351,0.6539718927036032,5.067154573401385,3.281891961483066,3.295333216440359,False,258.62831,5,2810,2647
10,0,4,0,4,4.8738466062615755,14.621539818784726,9.86577159258351,0.6747423127014749,4.919732568710951,3.295529835037386,3.2816953428860396,False,229.698037,2,2660,2647
11,0,3,0,3,5.377535594103842,16.132606782311527,9.865771592583512,0.6115423084259861,5.4155233097678215,3.291899943238335,3.285325234685091,False,204.419196,2,2660,2647
12,0,2,0,2,4.978156411922027,14.934469235766082,9.865771592583515,0.6606040989361909,5.073710651061822,3.2741753525309405,3.303049825392484,False,222.599743,3,2710,2647
13,0,5,0,5,5.238638931455911,15.715916794367734,9.865771592583508,0.6277566699843563,5.18509837147007,3.291949295599038,3.2852758823243873,False,186.801196,0,2680,2647
14,0,5,0,5,5.189676630992547,15.569029892977639,9.865771592583506,0.6336792761271164,5.22635139592509,3.2908556478576205,3.2863695300658042,False,208.002994,0,2680,2647
15,0,4,0,4,5.047744877366555,15.143234632099666,9.86577159258351,0.6514969775130258,5.095376090319034,3.2899532765665094,3.287271901356916,False,204.887445,0,2680,2647
16,0,4,0,4,5.009949205915164,15.029847617745492,9.865771592583512,0.656411950639816,4.799735470575216,3.2890487884447555,3.28817638947867,False,229.818557,2,2660,2647
17,0,6,0,6,5.291057398305638,15.873172194916913,9.865771592583506,0.6215374892576819,5.226736103882854,3.2863953060709914,3.2908298718524343,False,191.534648,3,2710,2647
18,0,2,0,2,4.97387831123146,14.921634933694381,9.865771592583517,0.6611722935471184,4.973097640207634,3.291725350896775,3.2854998270266487,False,220.800823,2,2660,2647
19,0,9,0,9,5.379191772109491,16.137575316328473,9.865771592583515,0.6113540230917489,5.41534728041954,3.2871049077495424,3.2901202701738828,False,207.768226,5,2810,2647
20,0,4,0,4,5.1040284453193925,15.312085335958177,9.86577159258351,0.6443127357326829,5.078380524719542,3.2892887768344057,3.2879364010890177,False,229.482175,0,2680,2647
1,0,8,0,8,4.418817371125095,13.256452113375286,9.865771592583512,0.7442241338939626,4.299526685472173,3.296312966571274,3.2809122113521516,False,291.04751,15,1230,2648
2,0,7,0,7,4.494081346122412,13.482244038367236,9.865771592583512,0.7317603482408336,4.318120818434142,3.2890740031619514,3.288151174761472,False,270.939666,15,1230,2648
3,0,13,5,10,4.5583468307254975,13.675040492176493,9.865771592583508,0.7214436840774057,4.015405590048972,3.2869496105020155,3.29027556742141,False,285.409707,15,1230,2648
4,0,16,3,15,4.7786248360077455,14.335874508023236,9.865771592583508,0.6881876363427998,4.058986873655531,3.2895025909904687,3.2877225869329583,False,268.818843,15,1230,2648
5,0,7,2,6,4.779611437809043,14.33883431342713,9.865771592583512,0.6880455814560208,4.408436702849031,3.2865506380286056,3.2906745398948205,False,263.76336,15,1230,2648
6,0,4,0,4,4.398627851943779,13.195883555831337,9.865771592583513,0.7476400917635995,4.147187095544863,3.289101946153101,3.288123231770322,False,281.684945,15,1230,2648
7,0,4,0,4,4.51537218712091,13.54611656136273,9.865771592583513,0.7283099586433075,4.301656013014429,3.2929454119565547,3.2842797659668697,False,263.505155,15,1230,2648
8,1,8,5,7,4.752002464607031,14.256007393821093,9.830253992031645,0.6895516900680285,4.868457412699447,3.2750964878459823,3.278415163243673,False,260.857804,15,1230,2648
9,0,4,0,4,4.359701204514714,13.079103613544142,9.865771592583512,0.754315577282143,4.1278578772662335,3.2885960726097885,3.288629105313639,False,217.124648,10,980,2648
10,0,10,2,8,4.654136574073874,13.962409722221622,9.865771592583513,0.7065951930118354,4.399024378789981,3.297955928626523,3.279269249296901,False,290.129682,15,1230,2648
11,0,3,1,2,4.694487893316698,14.083463679950093,9.865771592583513,0.7005216768250632,4.473668034177396,3.293086158188719,3.2841390197347056,False,290.988069,15,1230,2648
12,0,3,1,3,4.609231084302374,13.827693252907123,9.865771592583513,0.7134792052542344,4.23114315056068,3.2839074936924373,3.2933176842309875,False,272.216991,15,1230,2648
13,0,9,1,9,4.482660462671738,13.447981388015215,9.865771592583513,0.7336247209098495,4.268897271422471,3.285613965648226,3.2916112122752006,False,275.841483,15,1230,2648
14,0,5,0,5,4.2919577834321565,12.87587335029647,9.865771592583513,0.7662215466228046,4.196838915404388,3.2822345942825306,3.294990583640897,False,90.61911,2,580,2648
15,0,6,0,6,4.514425068167833,13.5432752045035,9.865771592583513,0.7284627568745617,4.243480177456915,3.284235253845072,3.2929899240783542,False,282.727074,15,1230,2648
16,0,3,0,3,4.281274211355605,12.843822634066814,9.865771592583512,0.7681335902611771,4.286924352544254,3.2873068914869474,3.289918286436477,False,196.747798,9,930,2648
17,0,3,0,3,4.407438725198711,13.222316175596132,9.865771592583512,0.7461454908174369,4.480238717819766,3.2865859160444937,3.2906392618789324,False,273.947321,15,1230,2648
18,0,9,5,7,4.368957835353913,13.106873506061739,9.865771592583512,0.7527173881719951,4.752179509290079,3.2946028116391215,3.282622366284303,False,249.604168,15,1230,2648
19,0,10,5,9,4.421236309184511,13.263708927553534,9.865771592583512,0.7438169554587198,4.1117780870414125,3.2877252115886813,3.289499966334743,False,271.822306,15,1230,2648
20,0,5,0,5,4.219272281096209,12.657816843288625,9.865771592583515,0.7794212631394255,4.226909984409309,3.2852836567429873,3.2919415211804384,False,278.165057,15,1230,2648
1,0,3,0,3,5.430177477246065,16.290532431738196,9.865771592583512,0.6056138210291041,5.064838506736251,3.285440786523173,3.291784391400253,False,96.365158,0,1480,2649
2,0,1,0,1,4.690574351595448,14.071723054786343,9.865771592583508,0.7011061512632437,4.692119812470918,3.285303793814276,3.2919213841091493,False,121.447757,2,1460,2649
3,0,0,0,0,4.5102462983465745,13.530738895039724,9.86577159258351,0.7291376819192213,4.603509181226686,3.288375300740043,3.2888498771833827,False,148.132183,3,1510,2649
4,0,0,0,0,4.812574384381754,14.43772315314526,9.865771592583517,0.6833329250003147,4.714434634738926,3.2883153898010025,3.2889097881224205,False,113.462599,2,1460,2649
5,0,3,0,3,4.807811290662318,14.423433871986955,9.86577159258351,0.6840099022289491,4.787754068886886,3.2940900724206736,3.2831351055027502,False,133.144278,5,1610,2649
6,0,1,0,1,5.397491941950034,16.192475825850103,9.865771592583512,0.6092812302880533,5.291483449087952,3.2832593715433225,3.293965806380103,False,118.817211,3,1630,2649
7,0,3,0,3,4.789224746410115,14.367674239230345,9.86577159258351,0.6866644822476157,4.6452481085552355,3.2928542254165944,3.2843709525068303,False,194.790547,11,1910,2649
8,0,5,0,5,5.38550314206715,16.15650942620145,9.865771592583513,0.6106375660935724,4.938601196472143,3.2906309202017603,3.286594257721665,False,91.659824,1,1530,2649
9,0,5,0,5,5.185020411942167,15.555061235826502,9.865771592583506,0.6342483287600699,4.741187609456498,3.291708332508675,3.285516845414752,False,105.243216,0,1480,2649
10,0,1,0,1,4.77512089594528,14.32536268783584,9.86577159258351,0.6886926221393945,4.646682483775013,3.2916671279481973,3.285558049975228,False,124.576521,3,1510,2649
11,0,3,0,3,4.761557856525802,14.284673569577407,9.865771592583513,0.6906543257379719,4.545323876137958,3.2883796441794537,3.2888455337439724,False,117.360194,1,1410,2649
12,0,2,0,2,5.003633533715062,15.010900601145186,9.865771592583508,0.6572404850799455,4.991950808619871,3.293055798797297,3.2841693791261273,False,117.717316,4,1560,2649
13,0,2,0,2,4.794978916488097,14.384936749464291,9.86577159258351,0.6858404568898032,4.826014618856412,3.2821038948837575,3.295121283039669,False,132.707181,5,1610,2649
14,0,4,0,4,4.672333097006806,14.016999291020419,9.865771592583512,0.7038433396300255,4.5960652256311425,3.2884509403245663,3.288774237598859,False,139.409603,4,1560,2649
15,0,1,0,1,4.972558577419306,14.91767573225792,9.865771592583512,0.6613477709030643,5.05737935109745,3.286545770555519,3.2906794073679064,False,106.23376,1,1530,2649
16,0,3,0,3,4.716939990431362,14.150819971294085,9.86577159258351,0.6971872734298725,4.743263038907191,3.2841620637910647,3.2930631141323605,False,126.869313,3,1510,2649
17,0,3,0,3,5.008933618516,15.026800855548,9.865771592583506,0.6565450415842168,4.981783105695211,3.2774083173918633,3.2998168605315636,False,111.825072,3,1510,2649
18,0,6,0,6,5.117145033355088,15.351435100065265,9.865771592583512,0.6426611927989435,4.989683657394741,3.3042026139707854,3.273022563952641,False,129.885614,6,1660,2649
19,0,7,1,6,5.271140469615353,15.813421408846057,9.865771592583508,0.6238859597496451,5.134079803445971,3.2873327281701763,3.2898924497532502,False,104.09265,1,1530,2649
20,0,2,0,2,4.673800649733852,14.021401949201554,9.865771592583513,0.7036223359351964,4.636684120028269,3.2907670724988427,3.286458105424581,False,182.710182,8,1760,2649
1,0,3,0,3,4.482358038203084,13.44707411460925,9.865771592583512,0.7336742185324227,4.525667230561691,3.2849404323739595,3.2922847455494666,False,81.126557,6,400,2650
2,0,14,5,10,5.832502261761532,17.497506785284596,9.865771592583512,0.5638387064882081,5.640399924094206,3.3003212274984954,3.276903950424929,False,33.721694,5,350,2650
3,0,2,0,2,4.497897878273555,13.493693634820666,9.865771592583508,0.7311394388801555,4.506655842697547,3.2911348958313353,3.286090282092089,False,61.680469,6,400,2650
4,0,6,0,6,5.055383240819072,15.166149722457217,9.865771592583513,0.650512606899483,5.149279937731653,3.285487503922753,3.2917376740006725,False,30.204289,4,300,2650
5,0,6,0,6,5.041972794789095,15.125918384367285,9.865771592583512,0.6522428154035155,4.859610103830422,3.2944402308757885,3.2827849470476362,False,42.546504,5,350,2650
6,0,7,0,7,4.53109591927016,13.59328775781048,9.86577159258351,0.7257825897869925,4.59872772588771,3.291020093842064,3.2862050840813604,False,63.28514,6,400,2650
7,0,4,0,4,4.599409767425412,13.798229302276235,9.865771592583512,0.7150027279917719,4.407385095134283,3.288601742992822,3.2886234349306016,False,63.389464,6,400,2650
8,0,2,0,2,4.469666664933912,13.408999994801736,9.865771592583512,0.7357574462232958,4.48396270549767,3.2944064410887877,3.2828187368346384,False,63.179052,6,400,2650
9,0,7,0,7,4.526609924419353,13.579829773258059,9.86577159258351,0.7265018602818999,4.508543516370144,3.2899045538554974,3.2873206240679282,False,60.403345,6,400,2650
10,0,2,0,2,4.494179590058581,13.482538770175742,9.865771592583508,0.731744351769063,4.647818518672033,3.2904781038915845,3.2867470740318425,False,57.891597,6,400,2650
11,0,2,0,2,4.496239347686354,13.48871804305906,9.86577159258351,0.7314091347368756,4.601542752470569,3.288005252745713,3.289219925177712,False,61.612096,6,400,2650
12,1,8,0,8,4.651848247218208,13.955544741654624,9.760739367738383,0.6994165794621007,4.778166039979245,3.259451010339823,3.2475299831925466,False,44.994649,5,350,2650
13,0,8,0,8,4.74678786541477,14.240363596244311,9.865771592583508,0.6928033491494179,4.738607252037803,3.2869707332010525,3.290254444722376,False,67.334668,7,450,2650
14,0,1,0,1,4.4579903171354225,13.373970951406267,9.865771592583512,0.737684538752952,4.536967263221147,3.289906282149663,3.287318895773763,False,48.243791,5,350,2650
15,0,1,0,1,4.488839821550169,13.466519464650506,9.865771592583512,0.7326148095267729,4.673815133293728,3.27934066816525,3.2978845097581737,False,48.098437,5,350,2650
16,0,9,2,8,5.1567159932675946,15.470147979802784,9.865771592583512,0.6377296200051786,4.632352734662166,3.2939309442203584,3.2832942337030673,True,42.137411,5,350,2650
17,0,5,0,5,4.397083508047798,13.191250524143394,9.86577159258351,0.7479026779551037,4.568745477990528,3.287559947652549,3.289665230270875,False,49.273121,5,350,2650
18,0,8,1,7,4.666548249546785,13.999644748640353,9.86577159258351,0.7047158531320357,4.38404616378246,3.292049477796157,3.285175700127268,False,59.15307,6,400,2650
19,0,5,0,5,4.4711031448730365,13.413309434619109,9.865771592583512,0.7355210614257827,4.532594309681548,3.297594162113595,3.279631015809831,False,45.147515,5,350,2650
20,0,4,0,4,4.489911740186868,13.469735220560603,9.86577159258351,0.7324399055390565,4.39525124264478,3.2929264911619796,3.284298686761447,False,66.087033,6,400,2650
1,0,5,2,3,4.377560805533024,13.132682416599073,9.865771592583512,0.7512381156886621,4.304227282617489,3.289386609142682,3.287838568780744,False,391.677033,15,1630,2651
2,0,6,0,6,4.390810064294005,13.172430192882015,9.865771592583513,0.7489712564895337,4.25183066023042,3.2896668848038186,3.2875582931196075,False,361.023893,15,1630,2651
3,0,8,3,6,4.271682383629514,12.815047150888542,9.865771592583513,0.7698583919684964,4.341235246723524,3.2840119328436432,3.293213245079781,False,389.35055,15,1630,2651
4,0,7,0,7,4.595048066528826,13.78514419958648,9.86577159258351,0.7156814212273136,4.44209053223171,3.29159868310457,3.2856264948188545,False,332.396523,15,1630,2651
5,0,3,0,3,4.547688172028784,13.643064516086351,9.865771592583505,0.723134570019141,4.366659729752197,3.2895684990569367,3.2876566788664894,False,351.857815,15,1630,2651
6,0,7,0,7,4.416087103493578,13.248261310480736,9.86577159258351,0.7446842541351951,4.488488596680737,3.2837688037209065,3.293456374202519,False,228.190601,7,1230,2651
7,0,6,0,6,4.552050756677783,13.656152270033349,9.865771592583515,0.7224415338596266,4.531089431293997,3.2958570075732965,3.281368170350127,False,345.563336,15,1630,2651
8,0,12,0,12,4.475732586795449,13.427197760386349,9.865771592583513,0.7347602804875676,4.495484926495237,3.2872829544271585,3.2899422234962667,False,347.689308,15,1630,2651
9,0,20,2,18,4.568467877784639,13.705403633353917,9.865771592583508,0.7198453877399017,4.5682269373791975,3.2892634891439627,3.2879616887794616,False,347.328881,15,1630,2651
10,0,1,0,1,4.375170194783415,13.125510584350245,9.865771592583513,0.7516485952437256,4.354451007413765,3.291596367379526,3.2856288105438995,False,142.836688,1,970,2651
