<<<<<<< HEAD
Iteration,Out Of Box,Front Area,Gross Volume,Net Volume,Deflation Factor
47,0,3.08838925131308,7.463217224322667,9.26516775393924,0.8055134480592169
48,0,3.1017404805772064,7.463217224322668,9.30522144173162,0.8020461706426439
49,0,3.090393019657256,7.463217224322667,9.271179058971768,0.8049911642144882
50,0,3.09990608595099,7.463217224322669,9.29971825785297,0.8025207879841411
51,0,3.111421427252837,7.463217224322666,9.33426428175851,0.7995506661309838
52,0,3.0897205540933896,7.463217224322669,9.269161662280169,0.8051663673850256
53,0,3.1205384374130305,7.463217224322666,9.361615312239092,0.7972146873590803
54,0,3.0875516670388277,7.463217224322668,9.262655001116483,0.8057319659884862
55,0,3.0819109450478543,7.463217224322665,9.245732835143563,0.8072066711634307
56,0,3.0879723288760577,7.463217224322667,9.263916986628173,0.8056222044190712
57,0,3.1075051595939263,7.463217224322668,9.322515478781778,0.8005583086784991
58,0,3.1270968948637705,7.463217224322671,9.381290684591312,0.7955426897261525
59,0,3.0891329798991283,7.463217224322668,9.267398939697385,0.8053195155280938
60,0,3.0842084795453166,7.463217224322669,9.252625438635949,0.8066053547524691
61,0,3.094380302616811,7.463217224322669,9.283140907850433,0.8039538878496698
62,0,3.10252263899949,7.46321722432267,9.30756791699847,0.8018439715806477
63,0,3.079438408674246,7.463217224322669,9.238315226022738,0.8078547918889015
64,0,3.1049850512400194,7.463217224322668,9.314955153720058,0.8012080682258709
65,0,3.074638884349687,7.463217224322669,9.223916653049061,0.8091158566416171
66,0,3.102263423317182,7.463217224322668,9.306790269951545,0.801910971220535
67,0,3.1174860238141298,7.463217224322668,9.352458071442388,0.7979952614929658
68,0,3.072096521515652,7.46321722432267,9.216289564546956,0.8097854534683924
69,0,3.096257002740029,7.463217224322667,9.288771008220088,0.8034665961426006
70,0,3.10660396458048,7.463217224322667,9.319811893741441,0.8007905427076766
71,0,3.113497492662341,7.463217224322667,9.340492477987024,0.7990175295265664
72,0,3.101441431594167,7.463217224322667,9.3043242947825,0.8021235060033051
73,0,3.0950280778649484,7.463217224322666,9.285084233594844,0.8037856239709289
74,0,3.0992137393625407,7.463217224322668,9.297641218087623,0.8027000665291033
75,0,3.1261725192393923,7.463217224322671,9.378517557718176,0.7957779231516944
76,0,3.0819720505402417,7.46321722432267,9.245916151620726,0.8071906668777691
77,0,3.128129636459373,7.463217224322667,9.384388909378119,0.7952800439530416
78,0,3.0894838096593706,7.463217224322668,9.268451428978112,0.8052280665774089
79,0,3.095719707753638,7.463217224322667,9.287159123260913,0.8036060462913849
80,0,3.1029497528268544,7.463217224322667,9.308849258480564,0.8017335996201157
81,0,3.105762356816154,7.46321722432267,9.317287070448462,0.8010075430640831
82,0,3.1189425515900724,7.463217224322669,9.356827654770218,0.7976226024124572
83,0,3.1006661910425186,7.463217224322667,9.301998573127555,0.8023240560241619
84,0,3.1212309452937452,7.463217224322666,9.363692835881235,0.7970378092416665
85,0,3.1287600927204116,7.4632172243226655,9.386280278161234,0.7951197922021465
86,0,3.101534844196259,7.463217224322667,9.304604532588778,0.8020993474986744
87,0,3.070663874156052,7.463217224322668,9.211991622468156,0.8101632665535423
88,0,3.1056868647981792,7.463217224322667,9.317060594394537,0.8010270136927944
89,0,3.084032848339021,7.463217224322666,9.252098545017063,0.8066512897597874
90,0,3.0926721799989174,7.463217224322668,9.278016539996752,0.8043979219210662
91,0,3.0869559572528837,7.463217224322666,9.260867871758652,0.8058874532787595
92,0,3.1067166907296793,7.463217224322669,9.320150072189037,0.8007614862975884
93,0,3.1107829599043986,7.4632172243226655,9.332348879713196,0.7997147685451754
94,0,3.109463875115881,7.463217224322669,9.328391625347642,0.8000540204640623
95,0,3.0956347090898095,7.46321722432267,9.286904127269429,0.8036281113754787
96,0,3.10570696148672,7.463217224322668,9.31712088446016,0.8010218303349933
97,0,3.079015148178561,7.463217224322668,9.237045444535683,0.8079658446129708
98,0,3.0926344340486907,7.463217224322667,9.277903302146072,0.8044077396879477
99,0,3.1025348825369115,7.463217224322666,9.307604647610734,0.8018408072627448
100,0,3.104325760667643,7.463217224322666,9.31297728200293,0.8013782272125937
101,0,3.096618222661082,7.46321722432267,9.289854667983246,0.8033728719184448
102,0,3.0697835468133206,7.463217224322667,9.209350640439961,0.8103955985289887
103,0,3.141782522760259,7.463217224322667,9.425347568280777,0.7918240860887413
104,0,3.129372405436938,7.463217224322669,9.388117216310814,0.7949642140552055
105,0,3.0989328187657517,7.463217224322668,9.296798456297255,0.8027728318954148
106,0,3.0894061082153295,7.463217224322668,9.26821832464599,0.8052483188140408
107,0,3.0780263076585404,7.463217224322669,9.234078922975621,0.8082254100897046
108,0,3.110317800821634,7.463217224322669,9.330953402464903,0.7998343687314048
109,0,3.0991010389253884,7.463217224322672,9.297303116776165,0.8027292571386592
110,0,3.110505641941497,7.463217224322669,9.331516925824491,0.799786067329375
111,0,3.085068531970095,7.463217224322669,9.255205595910285,0.8063804900909534
112,0,3.097478810511854,7.4632172243226655,9.292436431535561,0.8031496668618459
113,0,3.0778996755146038,7.463217224322669,9.23369902654381,0.8082586624134493
114,0,3.1007657833891695,7.4632172243226655,9.302297350167509,0.8022982864752516
115,0,3.1091924616024165,7.4632172243226655,9.327577384807249,0.8001238602939653
116,0,3.1133459696504353,7.4632172243226655,9.340037908951306,0.7990564168021275
117,0,3.0909687376982706,7.463217224322667,9.272906213094812,0.804841228069731
118,0,3.0955138958444812,7.463217224322668,9.286541687533443,0.8036594757703542
119,0,3.1178071713248956,7.463217224322667,9.353421513974688,0.79791306455847
120,0,3.097679659366337,7.463217224322668,9.29303897809901,0.8030975918546451
121,0,3.1111400842751573,7.463217224322666,9.333420252825473,0.7996229701607354
122,0,3.081563975254319,7.463217224322668,9.244691925762957,0.807297558886121
123,0,3.115694556278777,7.463217224322669,9.34708366883633,0.7984540942118052
124,0,3.064416924397483,7.4632172243226655,9.19325077319245,0.8118148202902756
125,0,3.0663940479296894,7.463217224322668,9.199182143789068,0.811291385219668
126,0,3.078108542601824,7.463217224322668,9.234325627805472,0.8082038174883264
127,0,3.05848881270079,7.463217224322667,9.175466438102369,0.8133883192390793
128,0,3.092987068642184,7.463217224322667,9.278961205926551,0.8043160283454841
129,0,3.0815835525864026,7.463217224322666,9.244750657759209,0.8072924301164052
130,0,3.0689415248539604,7.4632172243226655,9.206824574561882,0.8106179458380537
131,0,3.074683054202225,7.463217224322669,9.224049162606676,0.8091042331580112
132,0,3.1408408568122317,7.463217224322669,9.422522570436694,0.7920614855026853
133,0,3.0832675624674284,7.46321722432267,9.249802687402285,0.8068515055447782
134,0,3.09937676470504,7.463217224322666,9.29813029411512,0.8026578449912894
135,0,3.090066140217896,7.463217224322665,9.270198420653688,0.8050763193692672
136,0,3.1234468486615232,7.463217224322667,9.37034054598457,0.796472357402298
137,0,3.0864356665559756,7.463217224322667,9.259306999667928,0.8060233043995977
138,0,3.075513722357531,7.463217224322668,9.226541167072593,0.8088857014974558
139,0,3.1039527081573315,7.463217224322666,9.311858124471994,0.8014745418756957
140,0,3.109892586685718,7.463217224322668,9.329677760057155,0.7999437297046524
141,0,3.09539735688183,7.463217224322668,9.286192070645491,0.8036897328361952
142,0,3.105810144782959,7.463217224322668,9.317430434348877,0.8009952182534557
143,0,3.0902786739484966,7.463217224322667,9.27083602184549,0.805020950293651
144,0,3.0744676502803268,7.46321722432267,9.223402950840981,0.809160920768639
145,0,3.075620387376608,7.463217224322669,9.226861162129824,0.8088576486827667
146,0,3.09308323909745,7.463217224322667,9.27924971729235,0.8042910204706083
147,0,3.1186783428348357,7.46321722432267,9.356035028504508,0.7976901755481788
148,0,3.1092927682896194,7.463217224322667,9.327878304868857,0.8000980480659899
149,0,3.0924829673155987,7.463217224322667,9.277448901946796,0.8044471387771883
150,0,3.0720723022643264,7.46321722432267,9.21621690679298,0.8097918375620881
151,0,3.0943149322576233,7.463217224322668,9.28294479677287,0.8039708721436313
152,0,3.081395845499909,7.46321722432267,9.244187536499727,0.8073416073456885
153,0,3.1047732510194765,7.463217224322667,9.31431975305843,0.8012627247279183
154,0,3.102853502686549,7.463217224322667,9.308560508059646,0.8017584692993914
155,0,3.1462886138000306,7.463217224322669,9.43886584140009,0.7906900415501225
156,0,3.0953005743459583,7.463217224322667,9.285901723037874,0.80371486226338
157,0,3.09326289303427,7.463217224322667,9.27978867910281,0.8042443079688996
158,0,3.108930672397773,7.463217224322667,9.32679201719332,0.8001912351604629
159,0,3.0604087358171683,7.463217224322667,9.181226207451505,0.8128780465364749
160,0,3.104222156984081,7.463217224322668,9.312666470952243,0.8014049732803903
161,0,3.110495831368789,7.463217224322669,9.331487494106367,0.7997885898723359
162,0,3.0980062953499585,7.463217224322667,9.294018886049876,0.8030129178589035
163,0,3.1016690165343954,7.463217224322666,9.305007049603187,0.8020646501972222
164,0,3.100167387384478,7.463217224322669,9.300502162153435,0.8024531465293093
165,0,3.079790409515251,7.463217224322667,9.239371228545753,0.8077624591232442
166,0,3.10166454312155,7.463217224322667,9.304993629364649,0.802065806984573
167,0,3.0765195561377023,7.463217224322668,9.229558668413107,0.8086212453326183
168,0,3.1183481994021847,7.463217224322667,9.355044598206554,0.7977746280069508
169,0,3.117654793056402,7.463217224322666,9.352964379169205,0.7979520632992726
170,0,3.113230648168793,7.463217224322667,9.339691944506379,0.7990860157558561
171,0,3.0842147060116316,7.463217224322667,9.252644118034894,0.8066037263635435
172,0,3.0931552598947114,7.463217224322668,9.279465779684134,0.8042722934182436
173,0,3.096339602369814,7.463217224322667,9.289018807109443,0.8034451624331539
174,0,3.1003369753045646,7.463217224322666,9.301010925913694,0.8024092524748335
175,0,3.088721248531444,7.463217224322668,9.266163745594332,0.8054268658775982
176,0,3.1116297090792058,7.463217224322668,9.334889127237616,0.7994971469501734
177,0,3.0934354618800493,7.463217224322667,9.280306385640149,0.8041994427975839
178,0,3.0950178493580305,7.463217224322666,9.285053548074092,0.8037882803455332
179,0,3.118774144312158,7.463217224322668,9.356322432936473,0.7976656723640022
180,0,3.148920937399874,7.463217224322666,9.446762812199623,0.7900290684428543
181,0,3.1111854615932035,7.463217224322666,9.33355638477961,0.7996113074854363
182,0,3.0854003693030485,7.463217224322665,9.256201107909146,0.806293763209787
183,0,3.0736296669913425,7.463217224322669,9.220889000974028,0.809381527479
184,0,3.1004892623810987,7.463217224322669,9.301467787143295,0.8023698404501816
185,0,3.110673187711569,7.463217224322671,9.332019563134708,0.7997429895888163
186,0,3.0816573042044606,7.463217224322667,9.244971912613382,0.8072731096284049
187,0,3.090040759849127,7.463217224322668,9.27012227954738,0.8050829319467256
188,0,3.088663510935802,7.463217224322667,9.265990532807406,0.8054419220371754
189,0,3.085868159224912,7.463217224322668,9.257604477674736,0.8061715363105716
190,0,3.0993222983045463,7.463217224322669,9.297966894913639,0.8026719506180806
191,0,3.0944744106112747,7.463217224322667,9.283423231833824,0.8039294383057447
192,0,3.0894101571235373,7.463217224322668,9.268230471370611,0.8052472634745549
193,0,3.0755120114403574,7.463217224322667,9.226536034321072,0.8088861514831599
194,0,3.0977243926374536,7.463217224322668,9.293173177912362,0.8030859945729777
195,0,3.11062669904257,7.463217224322666,9.33188009712771,0.799754941838547
196,0,3.107563940030013,7.463217224322669,9.32269182009004,0.8005431658954687
197,0,3.09865601311287,7.463217224322669,9.29596803933861,0.80284454429489
198,0,3.1139175833231674,7.463217224322667,9.341752749969501,0.7989097361142461
199,0,3.1016149467032834,7.463217224322665,9.304844840109851,0.8020786324293566
200,0,3.131410859775358,7.463217224322672,9.394232579326074,0.7944467162487551
=======
Iteration,Out Of Box,Front Area,Gross Volume,Net Volume,Deflation Factor
1,0,3.104800573245497,7.463217224322667,9.314401719736491,0.8012556736208502
2,0,3.1065332486631734,7.463217224322668,9.319599745989521,0.8008087715928246
3,0,3.1071926414354767,7.463217224322667,9.32157792430643,0.8006388279887674
4,0,3.13520901689738,7.463217224322668,9.40562705069214,0.7934842817070306
5,0,3.084408374181164,7.4632172243226655,9.253225122543492,0.806553080194725
6,0,3.1127612445965793,7.463217224322668,9.338283733789737,0.7992065177156366
7,0,3.092001846394999,7.463217224322667,9.276005539184997,0.8045723121655657
8,0,3.1358914128400937,7.463217224322669,9.407674238520281,0.793311612955738
9,0,3.0807013781532246,7.463217224322667,9.242104134459673,0.8075236023900302
10,0,3.0739243662916973,7.463217224322666,9.221773098875092,0.8093039315002295
11,0,3.090995095649435,7.4632172243226655,9.272985286948305,0.804834364918827
12,0,3.09710748934487,7.463217224322668,9.29132246803461,0.803245958796365
13,0,3.091609423694263,7.463217224322668,9.27482827108279,0.8046744377566114
14,0,3.1097036511980765,7.463217224322667,9.32911095359423,0.7999923316859375
15,0,3.0846769420239077,7.463217224322666,9.254030826071723,0.8064828575344993
16,0,3.1104556967018855,7.463217224322666,9.331367090105656,0.7997989096620314
17,0,3.09103512890631,7.4632172243226655,9.27310538671893,0.8048239411806523
18,0,3.1104365288858347,7.463217224322667,9.331309586657504,0.7998038383587709
19,0,3.1014136234672525,7.463217224322667,9.304240870401758,0.8021306980631087
20,0,3.08489867387262,7.463217224322666,9.25469602161786,0.8064248903356184
21,0,3.0983812518011704,7.463217224322666,9.295143755403512,0.8029157397360425
22,0,3.0878592375074003,7.463217224322668,9.263577712522201,0.8056517099472417
23,0,3.065920229866845,7.463217224322668,9.197760689600535,0.8114167650350991
24,0,3.0658122265574326,7.463217224322669,9.197436679672297,0.8114453498568236
25,0,3.1417604155060963,7.463217224322669,9.425281246518288,0.7918296578236953
26,0,3.09668253623905,7.463217224322665,9.290047608717149,0.8033561870360804
27,0,3.0622632025963443,7.463217224322668,9.186789607789033,0.8123857781607373
28,0,3.093827080985841,7.463217224322666,9.281481242957522,0.8040976465890621
29,0,3.0984551790162396,7.4632172243226655,9.295365537048719,0.8028965826654558
30,0,3.0891591173241713,7.463217224322667,9.267477351972513,0.8053127017067031
31,0,3.0721613845044176,7.463217224322667,9.216484153513253,0.8097683563506965
32,0,3.06457488048788,7.463217224322668,9.193724641463639,0.8117729772614253
33,0,3.08612770077716,7.463217224322666,9.25838310233148,0.8061037377512766
34,0,3.0950767969250403,7.463217224322669,9.285230390775121,0.8037729717226378
35,0,3.1102641429865603,7.463217224322668,9.33079242895968,0.7998481673602899
36,0,3.099447292841276,7.463217224322668,9.298341878523829,0.802639580456844
37,0,3.121336042999773,7.463217224322667,9.36400812899932,0.797010972385841
38,0,3.1409045213841695,7.4632172243226655,9.42271356415251,0.7920454308104522
39,0,3.0904673090177974,7.463217224322666,9.271401927053393,0.8049718136526308
40,0,3.0719915926542916,7.463217224322667,9.215974777962874,0.8098131130055414
41,0,3.06444577504855,7.463217224322671,9.193337325145649,0.8118071773467131
42,0,3.103998402250843,7.463217224322665,9.31199520675253,0.8014627433346146
43,0,3.114655617303686,7.463217224322666,9.343966851911057,0.7987204302631131
44,0,3.1076805653823962,7.463217224322668,9.32304169614719,0.8005131230301044
45,0,3.105137908847622,7.463217224322666,9.315413726542866,0.8011686269024589
46,0,3.0973832798241903,7.4632172243226655,9.292149839472572,0.8031744379130978
47,0,3.08838925131308,7.463217224322667,9.26516775393924,0.8055134480592169
48,0,3.1017404805772064,7.463217224322668,9.30522144173162,0.8020461706426439
49,0,3.090393019657256,7.463217224322667,9.271179058971768,0.8049911642144882
50,0,3.09990608595099,7.463217224322669,9.29971825785297,0.8025207879841411
51,0,3.111421427252837,7.463217224322666,9.33426428175851,0.7995506661309838
52,0,3.0897205540933896,7.463217224322669,9.269161662280169,0.8051663673850256
53,0,3.1205384374130305,7.463217224322666,9.361615312239092,0.7972146873590803
54,0,3.0875516670388277,7.463217224322668,9.262655001116483,0.8057319659884862
55,0,3.0819109450478543,7.463217224322665,9.245732835143563,0.8072066711634307
56,0,3.0879723288760577,7.463217224322667,9.263916986628173,0.8056222044190712
57,0,3.1075051595939263,7.463217224322668,9.322515478781778,0.8005583086784991
58,0,3.1270968948637705,7.463217224322671,9.381290684591312,0.7955426897261525
59,0,3.0891329798991283,7.463217224322668,9.267398939697385,0.8053195155280938
60,0,3.0842084795453166,7.463217224322669,9.252625438635949,0.8066053547524691
61,0,3.094380302616811,7.463217224322669,9.283140907850433,0.8039538878496698
62,0,3.10252263899949,7.46321722432267,9.30756791699847,0.8018439715806477
63,0,3.079438408674246,7.463217224322669,9.238315226022738,0.8078547918889015
64,0,3.1049850512400194,7.463217224322668,9.314955153720058,0.8012080682258709
65,0,3.074638884349687,7.463217224322669,9.223916653049061,0.8091158566416171
66,0,3.102263423317182,7.463217224322668,9.306790269951545,0.801910971220535
67,0,3.1174860238141298,7.463217224322668,9.352458071442388,0.7979952614929658
68,0,3.072096521515652,7.46321722432267,9.216289564546956,0.8097854534683924
69,0,3.096257002740029,7.463217224322667,9.288771008220088,0.8034665961426006
70,0,3.10660396458048,7.463217224322667,9.319811893741441,0.8007905427076766
71,0,3.113497492662341,7.463217224322667,9.340492477987024,0.7990175295265664
72,0,3.101441431594167,7.463217224322667,9.3043242947825,0.8021235060033051
73,0,3.0950280778649484,7.463217224322666,9.285084233594844,0.8037856239709289
74,0,3.0992137393625407,7.463217224322668,9.297641218087623,0.8027000665291033
75,0,3.1261725192393923,7.463217224322671,9.378517557718176,0.7957779231516944
76,0,3.0819720505402417,7.46321722432267,9.245916151620726,0.8071906668777691
77,0,3.128129636459373,7.463217224322667,9.384388909378119,0.7952800439530416
78,0,3.0894838096593706,7.463217224322668,9.268451428978112,0.8052280665774089
79,0,3.095719707753638,7.463217224322667,9.287159123260913,0.8036060462913849
80,0,3.1029497528268544,7.463217224322667,9.308849258480564,0.8017335996201157
81,0,3.105762356816154,7.46321722432267,9.317287070448462,0.8010075430640831
82,0,3.1189425515900724,7.463217224322669,9.356827654770218,0.7976226024124572
83,0,3.1006661910425186,7.463217224322667,9.301998573127555,0.8023240560241619
84,0,3.1212309452937452,7.463217224322666,9.363692835881235,0.7970378092416665
85,0,3.1287600927204116,7.4632172243226655,9.386280278161234,0.7951197922021465
86,0,3.101534844196259,7.463217224322667,9.304604532588778,0.8020993474986744
87,0,3.070663874156052,7.463217224322668,9.211991622468156,0.8101632665535423
88,0,3.1056868647981792,7.463217224322667,9.317060594394537,0.8010270136927944
89,0,3.084032848339021,7.463217224322666,9.252098545017063,0.8066512897597874
90,0,3.0926721799989174,7.463217224322668,9.278016539996752,0.8043979219210662
91,0,3.0869559572528837,7.463217224322666,9.260867871758652,0.8058874532787595
92,0,3.1067166907296793,7.463217224322669,9.320150072189037,0.8007614862975884
93,0,3.1107829599043986,7.4632172243226655,9.332348879713196,0.7997147685451754
94,0,3.109463875115881,7.463217224322669,9.328391625347642,0.8000540204640623
95,0,3.0956347090898095,7.46321722432267,9.286904127269429,0.8036281113754787
96,0,3.10570696148672,7.463217224322668,9.31712088446016,0.8010218303349933
97,0,3.079015148178561,7.463217224322668,9.237045444535683,0.8079658446129708
98,0,3.0926344340486907,7.463217224322667,9.277903302146072,0.8044077396879477
99,0,3.1025348825369115,7.463217224322666,9.307604647610734,0.8018408072627448
100,0,3.104325760667643,7.463217224322666,9.31297728200293,0.8013782272125937
101,0,3.096618222661082,7.46321722432267,9.289854667983246,0.8033728719184448
102,0,3.0697835468133206,7.463217224322667,9.209350640439961,0.8103955985289887
103,0,3.141782522760259,7.463217224322667,9.425347568280777,0.7918240860887413
104,0,3.129372405436938,7.463217224322669,9.388117216310814,0.7949642140552055
105,0,3.0989328187657517,7.463217224322668,9.296798456297255,0.8027728318954148
106,0,3.0894061082153295,7.463217224322668,9.26821832464599,0.8052483188140408
107,0,3.0780263076585404,7.463217224322669,9.234078922975621,0.8082254100897046
108,0,3.110317800821634,7.463217224322669,9.330953402464903,0.7998343687314048
109,0,3.0991010389253884,7.463217224322672,9.297303116776165,0.8027292571386592
110,0,3.110505641941497,7.463217224322669,9.331516925824491,0.799786067329375
111,0,3.085068531970095,7.463217224322669,9.255205595910285,0.8063804900909534
112,0,3.097478810511854,7.4632172243226655,9.292436431535561,0.8031496668618459
113,0,3.0778996755146038,7.463217224322669,9.23369902654381,0.8082586624134493
114,0,3.1007657833891695,7.4632172243226655,9.302297350167509,0.8022982864752516
115,0,3.1091924616024165,7.4632172243226655,9.327577384807249,0.8001238602939653
116,0,3.1133459696504353,7.4632172243226655,9.340037908951306,0.7990564168021275
117,0,3.0909687376982706,7.463217224322667,9.272906213094812,0.804841228069731
118,0,3.0955138958444812,7.463217224322668,9.286541687533443,0.8036594757703542
119,0,3.1178071713248956,7.463217224322667,9.353421513974688,0.79791306455847
120,0,3.097679659366337,7.463217224322668,9.29303897809901,0.8030975918546451
121,0,3.1111400842751573,7.463217224322666,9.333420252825473,0.7996229701607354
122,0,3.081563975254319,7.463217224322668,9.244691925762957,0.807297558886121
123,0,3.115694556278777,7.463217224322669,9.34708366883633,0.7984540942118052
124,0,3.064416924397483,7.4632172243226655,9.19325077319245,0.8118148202902756
125,0,3.0663940479296894,7.463217224322668,9.199182143789068,0.811291385219668
126,0,3.078108542601824,7.463217224322668,9.234325627805472,0.8082038174883264
127,0,3.05848881270079,7.463217224322667,9.175466438102369,0.8133883192390793
128,0,3.092987068642184,7.463217224322667,9.278961205926551,0.8043160283454841
129,0,3.0815835525864026,7.463217224322666,9.244750657759209,0.8072924301164052
130,0,3.0689415248539604,7.4632172243226655,9.206824574561882,0.8106179458380537
131,0,3.074683054202225,7.463217224322669,9.224049162606676,0.8091042331580112
132,0,3.1408408568122317,7.463217224322669,9.422522570436694,0.7920614855026853
133,0,3.0832675624674284,7.46321722432267,9.249802687402285,0.8068515055447782
134,0,3.09937676470504,7.463217224322666,9.29813029411512,0.8026578449912894
135,0,3.090066140217896,7.463217224322665,9.270198420653688,0.8050763193692672
136,0,3.1234468486615232,7.463217224322667,9.37034054598457,0.796472357402298
137,0,3.0864356665559756,7.463217224322667,9.259306999667928,0.8060233043995977
138,0,3.075513722357531,7.463217224322668,9.226541167072593,0.8088857014974558
139,0,3.1039527081573315,7.463217224322666,9.311858124471994,0.8014745418756957
140,0,3.109892586685718,7.463217224322668,9.329677760057155,0.7999437297046524
141,0,3.09539735688183,7.463217224322668,9.286192070645491,0.8036897328361952
142,0,3.105810144782959,7.463217224322668,9.317430434348877,0.8009952182534557
143,0,3.0902786739484966,7.463217224322667,9.27083602184549,0.805020950293651
144,0,3.0744676502803268,7.46321722432267,9.223402950840981,0.809160920768639
145,0,3.075620387376608,7.463217224322669,9.226861162129824,0.8088576486827667
146,0,3.09308323909745,7.463217224322667,9.27924971729235,0.8042910204706083
147,0,3.1186783428348357,7.46321722432267,9.356035028504508,0.7976901755481788
148,0,3.1092927682896194,7.463217224322667,9.327878304868857,0.8000980480659899
149,0,3.0924829673155987,7.463217224322667,9.277448901946796,0.8044471387771883
150,0,3.0720723022643264,7.46321722432267,9.21621690679298,0.8097918375620881
151,0,3.0943149322576233,7.463217224322668,9.28294479677287,0.8039708721436313
152,0,3.081395845499909,7.46321722432267,9.244187536499727,0.8073416073456885
153,0,3.1047732510194765,7.463217224322667,9.31431975305843,0.8012627247279183
154,0,3.102853502686549,7.463217224322667,9.308560508059646,0.8017584692993914
155,0,3.1462886138000306,7.463217224322669,9.43886584140009,0.7906900415501225
156,0,3.0953005743459583,7.463217224322667,9.285901723037874,0.80371486226338
157,0,3.09326289303427,7.463217224322667,9.27978867910281,0.8042443079688996
158,0,3.108930672397773,7.463217224322667,9.32679201719332,0.8001912351604629
159,0,3.0604087358171683,7.463217224322667,9.181226207451505,0.8128780465364749
160,0,3.104222156984081,7.463217224322668,9.312666470952243,0.8014049732803903
161,0,3.110495831368789,7.463217224322669,9.331487494106367,0.7997885898723359
162,0,3.0980062953499585,7.463217224322667,9.294018886049876,0.8030129178589035
163,0,3.1016690165343954,7.463217224322666,9.305007049603187,0.8020646501972222
164,0,3.100167387384478,7.463217224322669,9.300502162153435,0.8024531465293093
165,0,3.079790409515251,7.463217224322667,9.239371228545753,0.8077624591232442
166,0,3.10166454312155,7.463217224322667,9.304993629364649,0.802065806984573
167,0,3.0765195561377023,7.463217224322668,9.229558668413107,0.8086212453326183
168,0,3.1183481994021847,7.463217224322667,9.355044598206554,0.7977746280069508
169,0,3.117654793056402,7.463217224322666,9.352964379169205,0.7979520632992726
