"settings_id","stem_file","iterations_number","pile_width","pile_height","pile_depth","n_sides","n_meshes","lateral_friction","spinning_friction","rolling_friction","restitution","bend_function","random_turn","drop_algorithm","intended.con"
5935,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",FALSE,"grid",5917
5936,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",FALSE,"rowwise",5918
5937,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5919
5938,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",FALSE,"trapezoid",5920
5939,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5921
5940,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",TRUE,"grid",5922
5941,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",TRUE,"rowwise",5923
5942,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5924
5943,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",TRUE,"trapezoid",5925
5944,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"parabola",TRUE,"trapezoid-freeze",5926
5945,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"parabola",FALSE,"grid",5927
5946,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"parabola",FALSE,"rowwise",5928
5947,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5929
5948,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.85,0.02,0.1,"parabola",FALSE,"trapezoid",5930
5949,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.85,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5931
5950,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"parabola",TRUE,"grid",5932
5951,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"parabola",TRUE,"rowwise",5933
5952,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5934
6115,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",FALSE,"grid",6097
6116,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",FALSE,"rowwise",6098
6117,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",FALSE,"rowwise-freeze",6099
6118,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",FALSE,"trapezoid",6100
6119,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",6101
6120,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",TRUE,"grid",6102
6121,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",TRUE,"rowwise",6103
6122,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",TRUE,"rowwise-freeze",6104
6123,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",TRUE,"trapezoid",6105
6124,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"parabola",TRUE,"trapezoid-freeze",6106
6125,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"parabola",FALSE,"grid",6107
6126,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"parabola",FALSE,"rowwise",6108
6127,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"parabola",FALSE,"rowwise-freeze",6109
6128,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.45,0.02,0.1,"parabola",FALSE,"trapezoid",6110
6129,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.45,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",6111
6130,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"parabola",TRUE,"grid",6112
6131,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"parabola",TRUE,"rowwise",6113
6132,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"parabola",TRUE,"rowwise-freeze",6114
6295,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",FALSE,"grid",6277
6296,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",FALSE,"rowwise",6278
6297,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",FALSE,"rowwise-freeze",6279
6298,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",FALSE,"trapezoid",6280
6299,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",6281
6300,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",TRUE,"grid",6282
6301,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",TRUE,"rowwise",6283
6302,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",TRUE,"rowwise-freeze",6284
6303,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",TRUE,"trapezoid",6285
6304,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"parabola",TRUE,"trapezoid-freeze",6286
6305,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"parabola",FALSE,"grid",6287
6306,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"parabola",FALSE,"rowwise",6288
6307,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"parabola",FALSE,"rowwise-freeze",6289
6308,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.65,0.02,0.1,"parabola",FALSE,"trapezoid",6290
6309,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.65,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",6291
6310,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"parabola",TRUE,"grid",6292
6311,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"parabola",TRUE,"rowwise",6293
6312,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"parabola",TRUE,"rowwise-freeze",6294
6475,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",FALSE,"grid",6457
6476,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",FALSE,"rowwise",6458
6477,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",FALSE,"rowwise-freeze",6459
6478,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",FALSE,"trapezoid",6460
6479,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",6461
6480,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",TRUE,"grid",6462
6481,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",TRUE,"rowwise",6463
6482,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",TRUE,"rowwise-freeze",6464
6483,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",TRUE,"trapezoid",6465
6484,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"parabola",TRUE,"trapezoid-freeze",6466
6485,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"parabola",FALSE,"grid",6467
6486,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"parabola",FALSE,"rowwise",6468
6487,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"parabola",FALSE,"rowwise-freeze",6469
6488,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.85,0.02,0.1,"parabola",FALSE,"trapezoid",6470
6489,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.85,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",6471
6490,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"parabola",TRUE,"grid",6472
6491,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"parabola",TRUE,"rowwise",6473
6492,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"parabola",TRUE,"rowwise-freeze",6474
6655,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"grid",6637
6656,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise",6638
6657,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",6639
6658,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid",6640
6659,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",6641
6660,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",TRUE,"grid",6642
6661,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise",6643
6662,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",6644
6663,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",TRUE,"trapezoid",6645
6664,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"shifted sin",TRUE,"trapezoid-freeze",6646
6665,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"grid",6647
6666,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise",6648
6667,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",6649
6668,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid",6650
6669,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",6651
6670,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"shifted sin",TRUE,"grid",6652
6671,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise",6653
6672,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",6654
6835,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"grid",6817
6836,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise",6818
6837,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",6819
6838,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid",6820
6839,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",6821
6840,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",TRUE,"grid",6822
6841,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise",6823
6842,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",6824
6843,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",TRUE,"trapezoid",6825
6844,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"shifted sin",TRUE,"trapezoid-freeze",6826
6845,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"grid",6827
6846,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise",6828
6847,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",6829
6848,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid",6830
6849,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",6831
6850,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"shifted sin",TRUE,"grid",6832
6851,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise",6833
6852,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",6834
7015,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"grid",6997
7016,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise",6998
7017,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",6999
7018,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid",7000
7019,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7001
7020,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",TRUE,"grid",7002
7021,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise",7003
7022,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7004
7023,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",TRUE,"trapezoid",7005
7024,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"shifted sin",TRUE,"trapezoid-freeze",7006
7025,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"grid",7007
7026,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise",7008
7027,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7009
7028,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid",7010
7029,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7011
7030,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"shifted sin",TRUE,"grid",7012
7031,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise",7013
7032,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7014
7195,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"grid",7177
7196,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise",7178
7197,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7179
7198,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid",7180
7199,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7181
7200,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",TRUE,"grid",7182
7201,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise",7183
7202,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7184
7203,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",TRUE,"trapezoid",7185
7204,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"shifted sin",TRUE,"trapezoid-freeze",7186
7205,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"grid",7187
7206,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise",7188
7207,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7189
7208,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid",7190
7209,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7191
7210,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"shifted sin",TRUE,"grid",7192
7211,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise",7193
7212,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7194
7375,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"grid",7357
7376,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise",7358
7377,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7359
7378,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid",7360
7379,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7361
7380,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",TRUE,"grid",7362
7381,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise",7363
7382,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7364
7383,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",TRUE,"trapezoid",7365
7384,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"shifted sin",TRUE,"trapezoid-freeze",7366
7385,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"grid",7367
7386,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise",7368
7387,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7369
7388,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid",7370
7389,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7371
7390,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"shifted sin",TRUE,"grid",7372
7391,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise",7373
7392,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7374
7555,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"grid",7537
7556,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise",7538
7557,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7539
7558,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid",7540
7559,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7541
7560,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",TRUE,"grid",7542
7561,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise",7543
7562,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7544
7563,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",TRUE,"trapezoid",7545
7564,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"shifted sin",TRUE,"trapezoid-freeze",7546
7565,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"grid",7547
7566,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise",7548
7567,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7549
7568,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid",7550
7569,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.85,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7551
7570,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"shifted sin",TRUE,"grid",7552
7571,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise",7553
7572,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7554
7735,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"grid",7717
7736,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise",7718
7737,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7719
7738,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid",7720
7739,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7721
7740,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",TRUE,"grid",7722
7741,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise",7723
7742,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7724
7743,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",TRUE,"trapezoid",7725
7744,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"shifted sin",TRUE,"trapezoid-freeze",7726
7745,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"grid",7727
7746,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise",7728
7747,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7729
7748,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid",7730
7749,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.45,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7731
7750,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"shifted sin",TRUE,"grid",7732
7751,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise",7733
7752,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7734
7915,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"grid",7897
7916,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise",7898
7917,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7899
7918,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid",7900
7919,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"trapezoid-freeze",7901
7920,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",TRUE,"grid",7902
7921,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise",7903
7922,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",TRUE,"rowwise-freeze",7904
7923,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",TRUE,"trapezoid",7905
7924,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"shifted sin",TRUE,"trapezoid-freeze",7906
7925,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"grid",7907
7926,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise",7908
7927,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"shifted sin",FALSE,"rowwise-freeze",7909
