"settings_id","stem_file","iterations_number","pile_width","pile_height","pile_depth","n_sides","n_meshes","lateral_friction","spinning_friction","rolling_friction","restitution","bend_function","random_turn","drop_algorithm","intended.con"
3776,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"double sin",FALSE,"rowwise",3758
3777,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"double sin",FALSE,"rowwise-freeze",3759
3778,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"double sin",FALSE,"trapezoid",3760
3779,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",3761
3780,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"double sin",TRUE,"grid",3762
3781,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"double sin",TRUE,"rowwise",3763
3782,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"double sin",TRUE,"rowwise-freeze",3764
3783,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"double sin",TRUE,"trapezoid",3765
3784,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"double sin",TRUE,"trapezoid-freeze",3766
3785,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"double sin",FALSE,"grid",3767
3786,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"double sin",FALSE,"rowwise",3768
3787,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"double sin",FALSE,"rowwise-freeze",3769
3788,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.85,0.02,0.1,"double sin",FALSE,"trapezoid",3770
3789,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.85,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",3771
3790,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"double sin",TRUE,"grid",3772
3791,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"double sin",TRUE,"rowwise",3773
3792,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"double sin",TRUE,"rowwise-freeze",3774
3955,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",FALSE,"grid",3937
3956,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",FALSE,"rowwise",3938
3957,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",FALSE,"rowwise-freeze",3939
3958,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",FALSE,"trapezoid",3940
3959,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",3941
3960,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",TRUE,"grid",3942
3961,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",TRUE,"rowwise",3943
3962,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",TRUE,"rowwise-freeze",3944
3963,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",TRUE,"trapezoid",3945
3964,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"double sin",TRUE,"trapezoid-freeze",3946
3965,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"double sin",FALSE,"grid",3947
3966,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"double sin",FALSE,"rowwise",3948
3967,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"double sin",FALSE,"rowwise-freeze",3949
3968,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.45,0.02,0.1,"double sin",FALSE,"trapezoid",3950
3969,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.45,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",3951
3970,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"double sin",TRUE,"grid",3952
3971,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"double sin",TRUE,"rowwise",3953
3972,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"double sin",TRUE,"rowwise-freeze",3954
4135,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",FALSE,"grid",4117
4136,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",FALSE,"rowwise",4118
4137,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4119
4138,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",FALSE,"trapezoid",4120
4139,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4121
4140,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",TRUE,"grid",4122
4141,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",TRUE,"rowwise",4123
4142,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4124
4143,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",TRUE,"trapezoid",4125
4144,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"double sin",TRUE,"trapezoid-freeze",4126
4145,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"double sin",FALSE,"grid",4127
4146,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"double sin",FALSE,"rowwise",4128
4147,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4129
4148,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.65,0.02,0.1,"double sin",FALSE,"trapezoid",4130
4149,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.65,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4131
4150,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"double sin",TRUE,"grid",4132
4151,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"double sin",TRUE,"rowwise",4133
4152,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4134
4315,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",FALSE,"grid",4297
4316,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",FALSE,"rowwise",4298
4317,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4299
4318,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",FALSE,"trapezoid",4300
4319,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4301
4320,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",TRUE,"grid",4302
4321,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",TRUE,"rowwise",4303
4322,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4304
4323,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",TRUE,"trapezoid",4305
4324,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.85,0.02,0.1,"double sin",TRUE,"trapezoid-freeze",4306
4325,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"double sin",FALSE,"grid",4307
4326,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"double sin",FALSE,"rowwise",4308
4327,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4309
4328,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.85,0.02,0.1,"double sin",FALSE,"trapezoid",4310
4329,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.85,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4311
4330,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"double sin",TRUE,"grid",4312
4331,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"double sin",TRUE,"rowwise",4313
4332,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.85,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4314
4495,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",FALSE,"grid",4477
4496,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",FALSE,"rowwise",4478
4497,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4479
4498,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",FALSE,"trapezoid",4480
4499,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4481
4500,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",TRUE,"grid",4482
4501,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",TRUE,"rowwise",4483
4502,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4484
4503,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",TRUE,"trapezoid",4485
4504,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.45,0.02,0.1,"double sin",TRUE,"trapezoid-freeze",4486
4505,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"double sin",FALSE,"grid",4487
4506,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"double sin",FALSE,"rowwise",4488
4507,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4489
4508,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.45,0.02,0.1,"double sin",FALSE,"trapezoid",4490
4509,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.45,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4491
4510,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"double sin",TRUE,"grid",4492
4511,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"double sin",TRUE,"rowwise",4493
4512,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.45,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4494
4675,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",FALSE,"grid",4657
4676,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",FALSE,"rowwise",4658
4677,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4659
4678,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",FALSE,"trapezoid",4660
4679,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4661
4680,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",TRUE,"grid",4662
4681,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",TRUE,"rowwise",4663
4682,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4664
4683,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",TRUE,"trapezoid",4665
4684,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.65,0.02,0.1,"double sin",TRUE,"trapezoid-freeze",4666
4685,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"double sin",FALSE,"grid",4667
4686,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"double sin",FALSE,"rowwise",4668
4687,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4669
4688,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.65,0.02,0.1,"double sin",FALSE,"trapezoid",4670
4689,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.65,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4671
4690,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"double sin",TRUE,"grid",4672
4691,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"double sin",TRUE,"rowwise",4673
4692,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.65,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4674
4855,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",FALSE,"grid",4837
4856,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",FALSE,"rowwise",4838
4857,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4839
4858,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",FALSE,"trapezoid",4840
4859,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4841
4860,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",TRUE,"grid",4842
4861,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",TRUE,"rowwise",4843
4862,"My200-4-2-0.csv",20,4,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4844
4863,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",TRUE,"trapezoid",4845
4864,"My200-4-2-0.csv",20,12,2,3,10,8,0.85,0.85,0.02,0.1,"double sin",TRUE,"trapezoid-freeze",4846
4865,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"double sin",FALSE,"grid",4847
4866,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"double sin",FALSE,"rowwise",4848
4867,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"double sin",FALSE,"rowwise-freeze",4849
4868,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.85,0.02,0.1,"double sin",FALSE,"trapezoid",4850
4869,"My200-4-2-0.csv",20,12,2,3,10,15,0.85,0.85,0.02,0.1,"double sin",FALSE,"trapezoid-freeze",4851
4870,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"double sin",TRUE,"grid",4852
4871,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"double sin",TRUE,"rowwise",4853
4872,"My200-4-2-0.csv",20,4,2,3,10,15,0.85,0.85,0.02,0.1,"double sin",TRUE,"rowwise-freeze",4854
5035,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",FALSE,"grid",5017
5036,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",FALSE,"rowwise",5018
5037,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5019
5038,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",FALSE,"trapezoid",5020
5039,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5021
5040,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",TRUE,"grid",5022
5041,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",TRUE,"rowwise",5023
5042,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5024
5043,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",TRUE,"trapezoid",5025
5044,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.45,0.02,0.1,"parabola",TRUE,"trapezoid-freeze",5026
5045,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"parabola",FALSE,"grid",5027
5046,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"parabola",FALSE,"rowwise",5028
5047,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5029
5048,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.45,0.02,0.1,"parabola",FALSE,"trapezoid",5030
5049,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.45,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5031
5050,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"parabola",TRUE,"grid",5032
5051,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"parabola",TRUE,"rowwise",5033
5052,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.45,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5034
5215,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",FALSE,"grid",5197
5216,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",FALSE,"rowwise",5198
5217,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5199
5218,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",FALSE,"trapezoid",5200
5219,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5201
5220,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",TRUE,"grid",5202
5221,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",TRUE,"rowwise",5203
5222,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5204
5223,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",TRUE,"trapezoid",5205
5224,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.65,0.02,0.1,"parabola",TRUE,"trapezoid-freeze",5206
5225,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"parabola",FALSE,"grid",5207
5226,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"parabola",FALSE,"rowwise",5208
5227,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5209
5228,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.65,0.02,0.1,"parabola",FALSE,"trapezoid",5210
5229,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.65,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5211
5230,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"parabola",TRUE,"grid",5212
5231,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"parabola",TRUE,"rowwise",5213
5232,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.65,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5214
5395,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",FALSE,"grid",5377
5396,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",FALSE,"rowwise",5378
5397,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5379
5398,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",FALSE,"trapezoid",5380
5399,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5381
5400,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",TRUE,"grid",5382
5401,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",TRUE,"rowwise",5383
5402,"My200-4-2-0.csv",20,4,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5384
5403,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",TRUE,"trapezoid",5385
5404,"My200-4-2-0.csv",20,12,2,3,10,8,0.45,0.85,0.02,0.1,"parabola",TRUE,"trapezoid-freeze",5386
5405,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"parabola",FALSE,"grid",5387
5406,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"parabola",FALSE,"rowwise",5388
5407,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5389
5408,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.85,0.02,0.1,"parabola",FALSE,"trapezoid",5390
5409,"My200-4-2-0.csv",20,12,2,3,10,15,0.45,0.85,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5391
5410,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"parabola",TRUE,"grid",5392
5411,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"parabola",TRUE,"rowwise",5393
5412,"My200-4-2-0.csv",20,4,2,3,10,15,0.45,0.85,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5394
5575,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",FALSE,"grid",5557
5576,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",FALSE,"rowwise",5558
5577,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5559
5578,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",FALSE,"trapezoid",5560
5579,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5561
5580,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",TRUE,"grid",5562
5581,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",TRUE,"rowwise",5563
5582,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5564
5583,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",TRUE,"trapezoid",5565
5584,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.45,0.02,0.1,"parabola",TRUE,"trapezoid-freeze",5566
5585,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"parabola",FALSE,"grid",5567
5586,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"parabola",FALSE,"rowwise",5568
5587,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5569
5588,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.45,0.02,0.1,"parabola",FALSE,"trapezoid",5570
5589,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.45,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5571
5590,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"parabola",TRUE,"grid",5572
5591,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"parabola",TRUE,"rowwise",5573
5592,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.45,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5574
5755,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",FALSE,"grid",5737
5756,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",FALSE,"rowwise",5738
5757,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5739
5758,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",FALSE,"trapezoid",5740
5759,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5741
5760,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",TRUE,"grid",5742
5761,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",TRUE,"rowwise",5743
5762,"My200-4-2-0.csv",20,4,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5744
5763,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",TRUE,"trapezoid",5745
5764,"My200-4-2-0.csv",20,12,2,3,10,8,0.65,0.65,0.02,0.1,"parabola",TRUE,"trapezoid-freeze",5746
5765,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"parabola",FALSE,"grid",5747
5766,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"parabola",FALSE,"rowwise",5748
5767,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"parabola",FALSE,"rowwise-freeze",5749
5768,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.65,0.02,0.1,"parabola",FALSE,"trapezoid",5750
5769,"My200-4-2-0.csv",20,12,2,3,10,15,0.65,0.65,0.02,0.1,"parabola",FALSE,"trapezoid-freeze",5751
5770,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"parabola",TRUE,"grid",5752
5771,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"parabola",TRUE,"rowwise",5753
5772,"My200-4-2-0.csv",20,4,2,3,10,15,0.65,0.65,0.02,0.1,"parabola",TRUE,"rowwise-freeze",5754
